matricola,cognome,nome,residenza,classe,nazione,data_nascita,cap
20379,SCATOLON,NICOLO',VERONA,2FL,Italy,27/04/2005,37050
19469,QUATTRINA,EDOARDO,VERONA,3AC,Italy,14/06/2003,37131
18922,SILVESTRI,NICOLAS,CERRO VERONESE,3BE,Italy,02/08/2001,37024
19593,SCARCELLA,ALESSIA,VERONA,3GI,Italy,31/10/2003,37132
20395,OUASSOU,ALEX,VILLAFRANCA DI VERONA,3FI,Italy,03/03/2003,37138
20532,ALBERTINI,PADMORE APPIAGYEI,VERONA,1FL,Italy,29/12/2006,37138
18184,SINGH,IRENE,PESCANTINA,2GL,Italy,14/11/2007,37132
19512,FIORE,MATTIA,VERONA,2LE,Italy,27/05/2005,37047
18690,LISTA,DIEGO,VERONA,3AT,Italy,01/02/2007,37137
19978,FALTRACCO,EMILIANO,OPPEANO,3AC,Italy,26/10/2004,37059
19640,IEMMOLO,MARCO,GREZZANA,1ZE,Italy,23/05/2003,37055
18178,BONVICINI,MATTIA,CERRO VERONESE,4AT,Italy,26/06/2003,37012
19461,BIANCHI,ENRICO FEDERICO,VERONA,5AL,Romania,18/01/2003,37030
19634,WARNAKULASURIYA,MATTEO,NEGRAR,4AL,Italy,03/06/2004,37055
20119,BRUNI,ALESSANDRO,VERONA,2OE,Italy,21/03/2003,37132
19684,CASTILLO,ALICE,CAPRINO VERONESE,3AL,Italy,14/12/2007,37020
20031,PESARESI,ADAM,SOMMACAMPAGNA,5AT,Romania,30/11/2005,37013
19034,BARONI,MARCELLO,CASTELNUOVO DEL GARDA,2OE,Italy,30/07/2006,37015
19940,SERBANESCU,ZAKARIA,VERONA,4AC,Brazil,22/12/2007,37064
19552,YAMANE,NICOLO',PESCHIERA DEL GARDA,3DI,Italy,02/06/2004,37135
19953,DE JESUS SANTOS,TOMMASO,VERONA,2LE,Romania,05/12/2006,37014
18713,CAZZOLA,KEVIN,RONCO ALL'ADIGE,3EI,Italy,26/05/2004,37100
19084,SERVILLO,JODY,VILLAFRANCA DI VERONA,1DI,Italy,14/05/2007,37066
19453,SIMONAIO,MASSIMO,VERONA,4BE,Sri Lanka,07/10/2002,37138
20346,PIRAS,DANIL,VERONA,1GL,Italy,04/07/2003,37057
20254,OLIVITO,GIOVANNI,VERONA,2IL,Sri Lanka,09/07/2007,37131
18658,MORRI,ENRICO,GREZZANA,1EI,Italy,07/09/2005,37066
20475,TOSONI,ANDREA,BUSSOLENGO,3AC,Italy,29/09/2004,37014
19692,COCURULLO,DARIO,VERONA,3AC,Serbia,25/09/2006,37014
20428,RIGO,FILIPPO,VIGASIO,3AI,Italy,31/10/2007,37050
19893,SOLFA,GABRIEL ANTONIO,BUSSOLENGO,2OE,Italy,21/02/2004,37010
19364,ANNAN,ALBERTO,VERONA,1RI,Italy,09/11/2006,37124
18739,AJMI,MATTIA,AFFI,2HL,Egypt,29/07/2006,37136
20192,DAL FORNO,FRANCESCO,VERONA,4BL,China,16/12/2007,37068
20019,CASTAGNA,CRISTIAN,BOSCO CHIESANUOVA,3GI,Italy,23/11/2007,37138
19737,CAMUFFO,FRANCESCO,VERONA,1NE,Romania,07/09/2004,37010
20158,KAUR,VICTORIA ANDREAS,SAN GIOVANNI LUPATOTO,2CI,Italy,13/04/2004,37067
19725,SAORIN,GIOVANNI,VERONA,4BL,Italy,21/05/2007,37068
19987,FERRO,MOKHTAR,VERONA,2EI,Italy,21/05/2004,37014
18569,GIULIANO,DENIS,SAN GIOVANNI LUPATOTO,5AE,Italy,27/06/2004,37023
19763,DACOMO,GIOSUE' PETRIT,SAN MARTINO BUON ALBERGO,1HL,Italy,15/12/2003,37030
20128,TABARCEA,GABRIELE,BUSSOLENGO,1PE,Italy,03/10/2007,37060
19620,VANTINI,LEONARDO,SONA,4BI,Romania,28/02/2003,37138
20258,BALZANO,ILARIA,SOMMACAMPAGNA,4AT,Italy,05/10/2004,86093
18944,BORTOT,MATTEO,VERONA,2EI,Italy,12/02/2005,37010
20226,SIKDER,VASILE IULIAN,CERRO VERONESE,1LE,Italy,01/08/2007,37015
20398,BORINI,FRANCESCO,RIVOLI VERONESE,4AE,Italy,26/06/2003,37139
19363,PLESCA,ANDREA,SANT'AMBROGIO DI VALPOLICELLA,1ME,Italy,27/08/2007,37059
20035,BONOMO,ALBERTO,VERONA,2ME,Italy,15/03/2002,37054
18883,BRAZZOLI,MATTIA,VERONA,1CI,Moldova,06/06/2005,37138
18986,CARICU,LUCA,VERONA,3AE,China,08/07/2004,37010
20107,EGHAREVBA,PIETRO,ALBAREDO D'ADIGE,3DI,Italy,01/03/2007,37131
18364,BIZZARRI,MARCO,BOVOLONE,2ME,Italy,10/11/2004,37068
19818,AGNELLO,MICHELE,SAN GIOVANNI LUPATOTO,4AC,Romania,02/06/2005,37030
19865,DAL DOSSO,TOMMASO,PESCANTINA,1AI,Italy,05/04/2002,37064
19456,SOAVE,MARCO,VERONA,2ME,Nigeria,09/01/2007,37038
20362,TODESCHINI,DAVIDE,VERONA,4AE,Italy,20/03/2003,37039
19422,DALL'AGNOLA,MATIAS SAMUELE,VERONA,1PE,Italy,11/09/2006,37060
19871,PEZZINI,AHMED,NOGARA,5AC,Italy,11/05/2006,46040
18920,BOROTTO,GIUSEPPE,VERONA,3EI,Italy,13/06/2005,37060
20032,BERBEGLIA,GIULIA,NEGRAR,4AL,Italy,14/02/2006,37136
19200,CERRETA,NICOLO',BUSSOLENGO,2AI,India,19/06/2005,37051
20476,MUTHUNAMAGONNAGE FERNANDO,ELIA,VIGASIO,3BI,Colombia,05/12/2004,37030
20255,ALBIERO,ANNA,VIGASIO,2AI,Italy,04/07/2004,37016
19426,PARTELLI,LORENZO,VERONA,1PE,Italy,19/03/2005,37138
19548,ZANTEDESCHI,KEVIN,ZEVIO,2GL,Italy,13/06/2007,37142
18544,NICOLIS,ALBERTO,VIGASIO,3CI,Italy,13/09/2007,37030
18953,FLORESCU,LORENZO,VERONA,4BI,China,03/02/2007,37050
19721,SANTOS SHIDEN,MATTIA,VERONA,4AC,Italy,17/08/2004,37134
18596,MALACHINI,MOHAMED,TRANI,3BL,Italy,15/11/2006,37068
20251,DALL'ORA,CHRISTIAN,VERONA,3BI,Italy,27/01/2005,37068
20064,ROMAGNOLI,IVAN,VILLAFRANCA DI VERONA,2GL,Romania,10/05/2003,37014
17804,CARAZZOLO,GIORGIA,SOMMACAMPAGNA,2CI,Nigeria,17/05/2005,37124
19618,MARTINI,ALEXANDRO,DOLCE',2AI,Italy,15/05/2005,37060
20479,DE NUNZIO,STEFANO,CAZZANO DI TRAMIGNA,1CI,Italy,14/02/2001,37014
18803,PHIROMRUEN,TOMMASO,SONA,3AL,Italy,11/10/2004,37137
20246,THYAGARAJA,MATTEO,SOAVE,4AE,Italy,10/10/2006,37139
20491,BARILE,FRANCESCO,CASTELNUOVO DEL GARDA,1AI,Italy,15/05/2003,37135
18774,CAPUZZO,SAMUEL,CAPRINO VERONESE,1NE,Italy,10/02/2003,37014
20187,SERIFI,TOMMASO,PONTI SUL MINCIO,5BI,Moldova,30/03/2001,37060
20364,OJEMEH,TOMMASO,VERONA,5AC,Italy,08/08/2006,37011
19492,JULIUS,BRYAN PAULINO,SONA,4CI,Italy,19/12/2006,37139
18741,CANEVARO,ALESSANDRO,VERONA,1ME,Italy,21/03/2005,37026
20477,PIVA,BORIS,VERONA,1LE,Italy,15/03/2006,37135
18857,ROINA,EMILIO,GREZZANA,1HL,Italy,27/07/2003,37066
20373,STORARI,NICCOLO',LAVAGNO,4DI,Italy,17/02/2005,37042
18543,STENATI,CLAUDIO,OPPEANO,5EI,Italy,18/02/2006,37017
19047,PIGA,VLADUT EMILIAN,NEGRAR,2PE,Italy,12/08/2003,37012
18777,DA SILVA COSTA,ENRICO,SORGA',1CI,Italy,01/07/2004,37060
18934,HASNAIN,ELIA,SOMMACAMPAGNA,1NE,Italy,24/05/2005,37066
20048,SALAROLO,MARCO,CASTELNUOVO DEL GARDA,1NE,Italy,23/06/2004,37060
19433,MANOLI,ANDREA,VERONA,2LE,Italy,10/01/2006,37031
20057,ALDRIGHETTI,ALESSANDRO,SOMMACAMPAGNA,4EI,Italy,18/10/2007,37142
20399,BELLAMOLI,LORENZO,CASTELNUOVO DEL GARDA,5BL,Italy,05/03/2007,37131
20021,BEVERARI,GIULIO,VERONA,3BE,Italy,06/02/2006,37036
19813,ADAMI,MATTEO,FUMANE,4AI,Italy,27/09/2004,37050
19470,SUSTA,GUILHERME,FUMANE,3CI,Italy,10/08/2007,37047
20274,MORANDO,GIOVANNI,LAVAGNO,2FL,Italy,26/09/2003,37063
19188,FERNANDO,NICOLO',VERONA,5BL,Italy,29/06/2006,37057
20513,BONANI JOCHUM,ANDRY,BUTTAPIETRA,3BI,Italy,04/01/2005,37122
20539,BRAGGIO,LORENZO,VERONA,3EI,Italy,01/06/2003,37066
20121,GHAZANFAR,MIRKO,VERONA,1DI,Italy,01/02/2007,37031
20126,ZANINI,MATTEO,VERONA,3GI,Italy,04/05/2007,37142
19550,ROMAGNOLI,ALESSANDRO,VERONA,3DI,Italy,23/11/2004,37030
20061,STRUGARU,RODION,VERONA,4BI,Bulgaria,08/05/2006,37012
20049,LUGHEZZANI,LORENZO,VILLAFRANCA DI VERONA,4AC,Italy,25/02/2007,37057
19655,BRAGANTINI,CLAUDIO,COLOGNOLA AI COLLI,2BI,Moldova,26/12/2005,37029
19387,FORONI,DIEGO,VERONA,1ME,Italy,11/06/2004,37024
20427,ALBARELLO,SERGIU MARIAN,VERONA,5AC,Italy,21/02/2005,37136
19878,MORMILE,NICOLAS,CONCAMARISE,2PE,Italy,16/04/2004,37031
18620,BELLAMOLI,YARI,VERONA,3FI,Italy,14/11/2007,37014
19020,CARCERERI,DANIELE,CASTELNUOVO DEL GARDA,5BI,Ghana,04/05/2006,37138
19146,ZANON,TOMMASO,DOLCE',3BI,Italy,12/09/2003,37023
18753,RIGHETTI,SILEON YAW,SAN GIOVANNI LUPATOTO,1SE,Romania,24/02/2003,37057
19554,ARCARI,MATTEO,PESCANTINA,1QL,Italy,15/08/2004,37066
19481,TALIENTO,MATTIA,SONA,2BI,Brazil,17/08/2004,37066
19633,SCAMPERLE,DUMITRU,NOGAROLE ROCCA,3BI,Italy,29/05/2004,37017
19283,HU,DAVIDE,MARANO DI VALPOLICELLA,3GI,China,30/03/2006,37131
20197,CORTINI,DANIEL,COSTERMANO,3AC,Italy,17/04/2007,37024
19485,DI NOTO,CIRO,ROVERE' VERONESE,2ME,Italy,03/07/2007,37138
19904,ZAHARIEV,LUCA,VERONA,1EI,Italy,07/02/2001,37132
18736,PIRCAK,FILIPPO,CASTEL D'AZZANO,2GL,Dominican Republic,18/04/2005,37062
19718,FONTANA,FRANCESCO,VELO VERONESE,4AE,Italy,14/08/2001,37060
19061,DUZZI,FEDERICO,PESCANTINA,3BI,Italy,10/03/2007,37020
18998,PANINI,MARCO,MOZZECANE,5AI,Italy,27/12/2007,37135
19619,AGOSTI,ELISA,VERONA,2FL,Italy,03/05/2005,37060
19558,PEREU,LUCA,CERRO VERONESE,4BE,Italy,03/05/2006,37139
19968,PERERA,FILIPPO,COSTERMANO,1OE,Italy,05/08/2003,37050
20140,CASONATI,WEN LONG,SAN GIOVANNI LUPATOTO,1CI,Pakistan,26/04/2002,37059
19248,CONTI,DAVIDE,SAN PIETRO IN CARIANO,3CI,Italy,30/12/2007,37060
19775,DOGIC,NICOLA,VERONA,3CI,Italy,21/01/2007,37060
17904,MARCHESE,SIHAM,AFFI,3BI,Italy,07/10/2003,37068
20436,DAL PRETE,BEQIR,FUMANE,3FI,Italy,04/08/2004,37026
19742,PIRANI,GIULIA MARIA,VERONA,2BI,Italy,20/01/2004,37020
18179,DALLA RIVA,DANIEL ESEOSA,COLOGNOLA AI COLLI,2OE,Philippines,13/01/2006,37069
20166,GARONZI,FRANCESCO,SONA,4BL,Italy,28/09/2006,37138
18890,MORELLATO,MANUEL,VERONA,1PE,Albania,02/05/2005,37020
20229,BRUTTI,FRANCIS  KELECHI,BUTTAPIETRA,4AT,Italy,02/01/2006,37012
20150,BONAFINI,GIULIO,VILLAFRANCA DI VERONA,4AT,Italy,21/09/2007,37050
19440,FURFARO,SIMONE,COLOGNOLA AI COLLI,3EI,Italy,11/07/2007,37139
20435,DRUMEA,CRISTIAN,VALEGGIO SUL MINCIO,1SE,Italy,27/02/2005,37030
18727,ZORZI,TOMMASO,VALEGGIO SUL MINCIO,2NE,Romania,23/05/2003,37060
19438,NOGARA,DEEPTHAYA NIRMAL DABARERA,OPPEANO,3GI,Italy,17/11/2003,37050
18653,SCALA,LORENZO,VERONA,3AT,Italy,10/06/2005,37136
20455,XU,LEONARDO LUIS,PESCANTINA,4EI,Albania,02/10/2004,37068
18652,BRUNELLI,FEDERICO,VERONA,2ME,Italy,18/07/2002,37068
20037,HETTIARACHCHIGE PERERA,HARMEET,AFFI,3DI,Italy,21/02/2005,37136
19023,LAHMARI,HETTIARACHCHIGE TARIDU,VERONA,3AI,Italy,21/04/2003,37134
20225,PERLATO,RICCARDO,ROVERE' VERONESE,3BI,Albania,27/08/2005,37066
20533,SEGALA,LUDOVICO JOSE',VERONA,4AC,Morocco,03/12/2003,37059
19310,MARTINELLI,ION FEDERICO,SAN GIOVANNI LUPATOTO,3DI,Italy,25/06/2005,37042
19797,FERNANDO WARNAKULASURIYA,MARVELOUS ELOGHOSA,SAN GIOVANNI LUPATOTO,3BL,Albania,12/03/2007,37139
19914,GADEAN,RICCARDO,SAN BONIFACIO,2OE,Italy,16/07/2001,37014
19088,SUTERA,MATTEO,SONA,2CI,Italy,14/04/2007,37059
19733,COLOMEET,DAVIDE,VERONA,1IL,Italy,28/08/2005,37069
18656,PASQUETTO,DERANTO,VERONA,3AE,Bosnia and Herzegovina,25/10/2003,37060
18346,VINCO,GIANLUCA,LAZISE,1CI,Moldova,09/08/2003,37030
20434,FIOR,RICCARDO,BOVOLONE,1AI,Italy,17/10/2002,37051
19756,SINGH,LUCA,VERONA,4AI,Italy,08/09/2005,37137
18792,FLORIO,ELIA,SAN GIOVANNI LUPATOTO,3BE,Italy,27/12/2005,37060
18552,DAL PEZZO,LEONARDO,VERONA,3AI,Morocco,06/11/2001,37057
19275,FIORIO,FRANCESCO,VILLAFRANCA DI VERONA,4AC,Italy,28/12/2006,37042
19754,CAVAGNA,DIEGO,SAN GIOVANNI LUPATOTO,2IL,Italy,08/03/2007,37012
20400,KOKROKO,LORENZO,SAN GIOVANNI LUPATOTO,5AE,Italy,12/10/2007,37029
19528,CRISTINI,ALESSANDRO,VERONA,5CI,Italy,03/04/2006,37013
20070,LAZRAGUE,MATTIA,NEGRAR,2BI,Italy,01/02/2007,37068
18551,PEROTTI,OUSSAMA,ZEVIO,2FL,Italy,07/09/2006,37066
19750,TUBINI,GABRIELE,ZEVIO,1ME,Moldova,17/09/2004,37029
20148,BUSSOLA,TOMMASO,VERONA,5AI,Italy,23/06/2005,37014
19578,DANIELI,JIA XIN,VERONA,3CI,Italy,15/09/2004,37019
19413,RONCA,DAVIDE,CAPRINO VERONESE,3AI,Italy,27/12/2004,37024
18290,BERTAGNOLI,EDOARDO,SONA,3AE,Italy,12/09/2004,37060
19173,SEREMET,MIKAEL,VERONA,2IL,Italy,07/08/2004,37069
20133,DISANAYAKA,VINICIUS,CALDIERO,1CI,Italy,30/11/2005,37131
19796,PETTENON,DAVIDE,PESCANTINA,4AE,Italy,19/12/2003,37127
19478,RONCONI,JARIUS TYRENE,VERONA,3BE,Italy,10/07/2005,37139
19442,DANESE,DAVIDE,LAVAGNO,2DI,Italy,24/03/2007,37063
19962,PIZZINI,DAVID,OPPEANO,4CI,Italy,31/01/2004,37137
20275,FURFARO,SEBASTIANO,VERONA,3AT,Moldova,10/03/2005,37068
19861,CHILOIRO,MICHELE,VERONA,3AC,Sri Lanka,15/06/2001,37060
19402,VACCAI,KASUN BIMSARA KIRANIDU,VERONA,2PE,Italy,29/08/2002,37014
19805,PIPPA,FRANCESCO,VERONA,1AI,Italy,01/08/2007,37066
18966,GABURRO,AMOS,CASTELNUOVO DEL GARDA,1HL,Romania,16/07/2005,37019
19059,EZZEBDI,MATTIA,SAN PIETRO DI MORUBIO,4BL,Italy,25/05/2006,37029
19951,PATUZZO,ANDREA,CAPRINO VERONESE,1HL,Italy,07/09/2006,37060
20053,FERRARI,DAVIDE,CASTELNUOVO DEL GARDA,5AC,Italy,31/03/2007,37124
20411,MACIOCIA,SAMUELE,NOGAROLE ROCCA,5BI,Italy,11/08/2004,37012
19475,EL KENDOUDI,ALEX,VERONA,1ME,Italy,01/02/2007,37026
18810,RAJAPAKSE MUDIYANSELAGE,GERALD NTI,PASTRENGO,4AL,Italy,26/09/2005,37026
20289,ALBERTINI,ALESSANDRO MICHEL-ANGE,VERONA,2AI,Italy,10/09/2005,37030
20044,CORDELLA,JASTIN,SOMMACAMPAGNA,3AL,Italy,03/08/2002,37026
19040,BUCELLI,CRISTIAN,NOGARA,5AE,Italy,29/11/2006,37047
19187,FORNASER,ROBERTO,VERONA,5AC,Italy,25/02/2002,37015
19967,LONARDI,ALI,GALATRO,5BI,Italy,26/03/2007,37138
19092,DAL BARCO,FEDERICO,SAN PIETRO IN CARIANO,2HL,Sri Lanka,09/05/2006,37131
20430,RAMBALDEL,CLAUDIO,VERONA,5AE,Italy,20/11/2006,37131
18276,LONARDI,VALENTINO,VILLAFRANCA DI VERONA,2AI,Nigeria,12/06/2004,37026
18916,SCATTOLINI,MARIO NICUSOR,SOMMACAMPAGNA,1RI,Italy,31/08/2007,37136
19454,CASIELLO,FILIPPO,SAN GIOVANNI ILARIONE,1RI,Italy,28/12/2007,37042
19970,PULLIA,MASSIMILIANO EMANUELE,VERONA,5AL,Romania,22/09/2007,37135
18914,GABOR,LUCA,RIVOLI VERONESE,3AL,Italy,29/08/2004,37133
20260,BRUNELLI,LUCA,NEGRAR,5BI,Italy,28/03/2005,37014
19617,VALBUSA,NICCOLO',VERONA,2ME,Pakistan,27/12/2005,37023
18147,BATTAGLIA,EROS,PONTI SUL MINCIO,3AC,Italy,25/10/2004,37026
20420,TOUIMI BENJELLOUN,MATTIA,CASTEL D'AZZANO,3EI,Italy,09/09/2006,37042
20000,SCANDOLA,ALBERTO,CALDIERO,1CI,Italy,26/06/2006,37010
18636,WARNAKULASURIYA,RICCARDO,VERONA,1CI,Italy,09/03/2007,37138
20358,CRISTANELLI,MASSIMILIANO,ZEVIO,2DI,Italy,06/11/2007,37129
19098,ZANONI,JIAYI,CALDIERO,1GL,Italy,19/09/2007,37066
19584,RENOFFIO,MATTIA,VERONA,1BI,Italy,29/06/2004,37137
19900,VETRO,NICOLA,LAVAGNO,1FL,Italy,09/10/2003,37014
20130,MONTOLLI,RICCARDO,SOMMACAMPAGNA,1IL,Italy,07/12/2003,37054
19626,CRISTINI,MATTEO,NEGRAR,1IL,Italy,21/05/2006,37131
19004,TRAPIN,MATILDE,VERONA,1LE,Italy,27/07/2005,37069
20306,GRECO,DAVIDE,SAN ZENO DI MONTAGNA,2BI,Italy,02/02/2007,37051
19630,CAMPEDELLI,MARCO,PESCANTINA,5AC,Sri Lanka,25/11/2007,37029
20200,GHZALA,DANIELE,NOGARA,4BL,Italy,22/07/2007,37132
20467,DELLA VEDOVA,ALESSANDRO,VERONA,4BL,Pakistan,08/11/2007,37051
20074,VESENTINI,MARCO,VERONA,4AC,Italy,22/02/2006,37036
18103,BUIO,DENNIS,TREGNAGO,1ME,Italy,10/08/2006,37066
20417,DI GIROLAMO,TOMMASO,BUSSOLENGO,1NE,Romania,29/10/2005,37057
19932,HADDAR,ENEA IONUT,PESCANTINA,1IL,Italy,28/06/2007,37131
20359,SALZANI,XUAN,SOMMACAMPAGNA,2AI,Italy,19/05/2007,37059
19104,ANSELMI,MIRKO,CERRO VERONESE,4BL,Italy,14/07/2005,37060
20474,CAPRINI,RAMZI,NEGRAR,4BI,Italy,18/10/2006,37138
19591,SOFFIATI,GIANLUCA,NEGRAR,1DI,Italy,22/09/2005,37139
20173,SALHI,GRETA,VERONA,1AI,Italy,31/01/2004,37054
19722,BARASCU,LEONARDO,RIVOLI VERONESE,2EI,Italy,12/10/2004,37057
19398,DOLCI,MATTIA,SAN PIETRO DI MORUBIO,3AI,Italy,13/10/2005,37138
18825,KOSAREV,ALESSANDRO,VALEGGIO SUL MINCIO,3EI,China,13/04/2006,37042
19992,MELOTTI,DAVIDE,VERONA,2AI,Italy,18/10/2003,37131
20075,PASQUETTO,MUHAMMAD,VERONA,1GL,Italy,30/04/2007,37131
19877,HU,EMANUELE,VERONA,4BE,Italy,11/03/2005,37066
17828,CARLUCCIO,SARA,TREGNAGO,5AL,Romania,20/07/2006,37063
19607,MONTAGNER,LUDOVICO,ISOLA DELLA SCALA,4AC,Algeria,29/05/2006,37060
19096,BRENTAN,NICCOLO SALVATORE,SAN MARTINO BUON ALBERGO,5AI,Italy,08/09/2007,37137
20471,LANARI,DANIEL,SANT'AMBROGIO DI VALPOLICELLA,3AL,Italy,05/02/2006,37012
19700,BATTISTELLO,CHRISTIAN,VERONA,2LE,Italy,07/09/2004,37136
18755,MAHALEKAMGE FERNANDO,PIETRO,VERONA,1LE,Italy,19/04/2007,37060
20239,SCALZOTTO,SIMONE,DOLCE',1ME,Italy,24/10/2005,37060
19037,ZANELLA,JAMES,SANT'ANNA D'ALFAEDO,2DI,Romania,30/04/2003,37024
19991,PASSATUTTO SACCHIERO,EDOARDO,VILLAFRANCA DI VERONA,1FL,Italy,31/07/2004,37020
19193,FAGNANI,PIETRO,POVEGLIANO VERONESE,1IL,Romania,16/04/2002,37139
20332,MUNTEAN,LEONARDO,VERONA,3AT,Romania,21/03/2007,37060
19930,NOVAKOVIC,GIANMARIA,GREZZANA,2HL,Italy,26/01/2003,37135
19567,MASULA,LEIDA,BOVOLONE,1QL,Italy,26/01/2006,37057
18626,ROSSI,ENRICO,VERONA,1LE,Italy,18/04/2002,37136
19036,PROTOPAPA,MARCO,VERONA,4DI,Italy,19/06/2005,37060
20393,SELOUANE,CHRISTIAN,PESCHIERA DEL GARDA,1PE,Italy,06/11/2007,37020
20314,SPATARO,ANTONIO,ZEVIO,1FL,Morocco,26/03/2003,37010
18720,FONTANA,DAVIDE,VIGASIO,3CI,Romania,28/12/2003,37060
19285,BOMBONATO,DIEGO,VERONA,1RI,Italy,10/10/2004,37014
19144,CHIRIAC,LORIS,PEGOGNAGA,1NE,Italy,30/06/2005,37136
18983,SOFRIC,KEVIN,ZEVIO,3AC,Italy,17/04/2006,37069
20068,DALLE VEDOVE,NABIL,VILLAFRANCA DI VERONA,5AL,Italy,11/07/2003,37042
18600,LUGOBONI,CATALIN,SAN GIOVANNI LUPATOTO,1EI,Bulgaria,05/03/2007,37012
20443,ZIVELONGHI,MALINDU SANJANA,SAN GIOVANNI ILARIONE,1CI,Italy,15/09/2005,37050
20368,REINA,LEONARDO,SOMMACAMPAGNA,5BI,Moldova,07/12/2007,37138
20473,FORONCELLI,THOMAS,VIGASIO,1HL,Italy,07/01/2006,37060
19030,ZENELI,LEONARDO,VERONA,1IL,Morocco,25/02/2003,37021
19015,ZANELLI,THOMAS,BOVOLONE,1EI,Italy,11/11/2006,37014
19895,POTROGHIR,ALESSANDRO,VERONA,1SE,Italy,02/01/2006,37063
19372,GIONA,PIETRO,VERONA,1OE,Italy,16/07/2003,37030
20265,DE VILLA,STEFANO,BUSSOLENGO,4DI,Italy,10/03/2003,37023
18665,MANTERO,DAVIDE,VERONA,3GI,Italy,07/02/2005,37069
20050,BELLAMOLI,ANDREA,SAN PIETRO IN CARIANO,3GI,Italy,01/05/2006,37012
19115,SARTORI,DAVIDE,VERONA,2IL,Italy,17/11/2003,37014
19057,GRANUZZO,ZENO,SAN GIOVANNI LUPATOTO,4DI,Italy,28/09/2003,37066
19289,FARCAS,ROBERTO,OPPEANO,1BI,Italy,16/04/2003,37131
18769,OPREA,SAMUELE,AFFI,5AL,Italy,18/06/2005,37121
19774,ZATTONI,VALENTINA,VERONA,3AC,Italy,14/02/2004,37057
20524,PAMPALONE,MARCO,DOLCE',1DI,Italy,27/01/2006,37012
19683,PICOTTINI,MARIAN STEFAN,TREGNAGO,5CI,Italy,09/08/2007,37012
19319,MEANTE,LORENZO,SAN BONIFACIO,5DI,Italy,29/08/2005,37012
19063,CASSULO,VITTORIO,BOVOLONE,2HL,Italy,28/09/2004,37024
19249,SANDRI,GABRIELE,VERONA,2EI,Italy,23/06/2002,37017
19984,FIT,NICOLA,CASTEL D'AZZANO,2HL,Italy,29/07/2005,37066
20143,MERLO,FRANCESCO,SANT'AMBROGIO DI VALPOLICELLA,1LE,Italy,06/07/2007,37068
18901,SIGNORE,MANUEL,NEGRAR,4BI,Italy,20/09/2003,37122
19564,GROSSULE ROVIDA,FILIPPO,VERONA,4AC,Italy,03/06/2004,37020
19553,SABAINI,DANIEL,ZEVIO,1ME,Italy,29/10/2007,37141
20291,DALL'AVANZI,DIEGO,VIGASIO,2EI,India,07/01/2005,37138
19880,RONCOLATO,RITIKA,CASTELNUOVO DEL GARDA,2BI,Italy,15/08/2005,37138
20323,GIRARDI,EDOARDO,VERONA,3AT,Italy,18/08/2006,37015
19519,BERTAGNIN,RICCARDO,CASTELNUOVO DEL GARDA,4AL,Italy,15/03/2005,37030
19777,MILANI,LUCA,TREGNAGO,4BE,Italy,15/12/2005,37051
18629,CALOSI,LUCA,VERONA,3DI,Italy,19/06/2003,37036
19760,CUGILDI,SAMI ALI,ZEVIO,1RI,Italy,06/06/2004,37014
19642,MICOLI,FRANCESCO,VERONA,4BI,Italy,21/08/2003,37020
18716,DONADEL,NICOLO',CASTELNUOVO DEL GARDA,5AL,Italy,20/10/2005,37060
18962,MANCUSI,LEONARDO,VERONA,1BI,Italy,04/02/2006,37124
19586,BOGONI,ALEKSANDAR,SANT'AMBROGIO DI VALPOLICELLA,3FI,Italy,17/07/2004,37026
20067,VANTINI,ENRICO DAVID,VERONA,1DI,Italy,10/08/2006,37132
19604,AMBROSI,AMAR,VERONA,2OE,Italy,05/09/2002,37136
19908,MELCHIORI,TIMOTHY,PESCANTINA,1RI,Italy,11/11/2007,37066
18151,BASALIC,ENRICO,SOMMACAMPAGNA,3CI,Italy,24/08/2004,37129
18615,BAAH,GIORDANO,PONTI SUL MINCIO,3AC,Italy,25/03/2006,37068
19983,SIMONETTI,NICHOLAS,GREZZANA,5EI,Italy,18/11/2004,37136
18746,ALLEGRI,ALESSANDRO,SONA,2ME,Italy,06/08/2007,37029
19339,BAKALOV,MARCO,SAN GIOVANNI LUPATOTO,3DI,Italy,09/07/2005,37138
19445,DE GUIDI,MATTIA,DOLCE',3AE,Italy,20/02/2005,37066
19902,PETTINATO,CHRISTIAN IKECHUKWU,VERONA,1SE,Italy,09/07/2003,37057
19026,MAHILAJ,GIAN CARLO,VERONA,5AT,Italy,02/03/2007,37028
19988,BELONIA MEOLI,GIUSEPPE CARMINE,VERONA,2ME,Italy,25/05/2004,37139
19919,GRAZIANI,FILIPPO,VERONA,1PE,Italy,15/05/2006,37029
18814,GAMBINO,ALBERTO,ZEVIO,1ME,Italy,20/09/2003,37024
19414,WU,SEBASTIAN,CASTELNUOVO DEL GARDA,4AT,Italy,12/07/2007,37014
19996,BALLAROTTO,NICOLO',ISOLA DELLA SCALA,1HL,Italy,28/05/2007,37135
18044,SEME EL AYNE,JACOPO,SAN MARTINO BUON ALBERGO,4AC,Italy,03/04/2006,37055
18517,PULLIA,DANIELE,BOSCO CHIESANUOVA,1BI,Italy,18/07/2002,37012
20295,GHENTA,TOBIA,POVEGLIANO VERONESE,4EI,Italy,05/07/2003,37020
19608,MARRANO,DENIS,VERONA,3AL,Italy,14/02/2004,37141
